ScanNumber	ImageOrSpectrum	FullOrROI	AcquireOrFocus	NumFrames	NumAccum	ExposureTime	ROIX1Start	ROIX1End	ROIY1Start	ROIY1End	HHG(mbar)	Target(mbar)	ValveHHG	ValveTarget	ZPositionHHG	ZPositionTarget	InitialPower	IrisPosition	TDPosition	XPositionTarget	Wedge1Pos	Wedge2Pos	MirrorFarX	MirrorFarY	MirrorNearX	MirrorNearY	CEP	Notes
1589	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.932	67.147	0.000	0.000	0.000	0.000	0.000	60.000	108.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1590	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.036	66.801	0.000	0.000	0.000	0.000	0.000	60.000	108.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1591	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.036	66.801	0.000	0.000	0.000	0.000	0.000	60.000	108.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1592	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.819	67.011	0.000	0.000	0.000	0.000	0.000	60.000	108.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1593	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.819	67.011	0.000	0.000	0.000	0.000	0.000	60.000	108.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1594	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.665	66.704	0.000	0.000	0.000	0.000	0.000	60.000	108.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1595	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.665	66.704	0.000	0.000	0.000	0.000	0.000	60.000	109.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1596	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.891	66.793	0.000	0.000	0.000	0.000	0.000	60.000	109.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1597	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.891	66.793	0.000	0.000	0.000	0.000	0.000	60.000	109.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1598	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.875	66.696	0.000	0.000	0.000	0.000	0.000	60.000	109.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1599	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.916	66.801	0.000	0.000	0.000	0.000	0.000	60.000	109.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1600	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.916	66.801	0.000	0.000	0.000	0.000	0.000	60.000	109.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1601	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.053	66.930	0.000	0.000	0.000	0.000	0.000	60.000	109.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1602	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.754	67.027	0.000	0.000	0.000	0.000	0.000	60.000	109.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1603	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.754	67.027	0.000	0.000	0.000	0.000	0.000	60.000	109.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1604	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.593	66.833	0.000	0.000	0.000	0.000	0.000	60.000	109.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1605	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.996	66.801	0.000	0.000	0.000	0.000	0.000	60.000	109.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1606	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.996	66.801	0.000	0.000	0.000	0.000	0.000	60.000	109.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1607	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.423	66.737	0.000	0.000	0.000	0.000	0.000	60.000	109.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1608	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.423	66.737	0.000	0.000	0.000	0.000	0.000	60.000	109.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1609	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.053	67.027	0.000	0.000	0.000	0.000	0.000	60.000	109.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1610	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.053	67.027	0.000	0.000	0.000	0.000	0.000	60.000	110.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1611	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.964	66.680	0.000	0.000	0.000	0.000	0.000	60.000	110.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1612	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.964	66.680	0.000	0.000	0.000	0.000	0.000	60.000	110.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1613	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.190	66.946	0.000	0.000	0.000	0.000	0.000	60.000	110.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1614	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.270	66.857	0.000	0.000	0.000	0.000	0.000	60.000	110.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1615	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.270	66.857	0.000	0.000	0.000	0.000	0.000	60.000	110.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1616	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.956	67.043	0.000	0.000	0.000	0.000	0.000	60.000	110.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1617	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.956	67.043	0.000	0.000	0.000	0.000	0.000	60.000	110.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1618	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.746	66.656	0.000	0.000	0.000	0.000	0.000	60.000	110.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1619	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.746	66.656	0.000	0.000	0.000	0.000	0.000	60.000	110.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1620	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.036	66.890	0.000	0.000	0.000	0.000	0.000	60.000	110.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1621	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.036	66.890	0.000	0.000	0.000	0.000	0.000	60.000	110.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1622	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.327	66.849	0.000	0.000	0.000	0.000	0.000	60.000	110.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1623	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.972	66.849	0.000	0.000	0.000	0.000	0.000	60.000	110.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1624	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.972	66.849	0.000	0.000	0.000	0.000	0.000	60.000	110.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1625	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.666	66.753	0.000	0.000	0.000	0.000	0.000	60.000	111.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1626	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.666	66.753	0.000	0.000	0.000	0.000	0.000	60.000	111.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1627	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.020	66.890	0.000	0.000	0.000	0.000	0.000	60.000	111.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1628	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.714	66.954	0.000	0.000	0.000	0.000	0.000	60.000	111.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1629	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.714	66.954	0.000	0.000	0.000	0.000	0.000	60.000	111.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1630	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.028	66.841	0.000	0.000	0.000	0.000	0.000	60.000	111.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1631	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.028	66.841	0.000	0.000	0.000	0.000	0.000	60.000	111.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1632	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.214	66.849	0.000	0.000	0.000	0.000	0.000	60.000	111.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1633	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.214	66.849	0.000	0.000	0.000	0.000	0.000	60.000	111.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1634	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.843	66.986	0.000	0.000	0.000	0.000	0.000	60.000	111.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1635	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.932	66.922	0.000	0.000	0.000	0.000	0.000	60.000	111.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1636	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.932	66.922	0.000	0.000	0.000	0.000	0.000	60.000	111.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1637	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.908	67.123	0.000	0.000	0.000	0.000	0.000	60.000	111.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1638	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.908	67.123	0.000	0.000	0.000	0.000	0.000	60.000	111.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1639	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.109	66.664	0.000	0.000	0.000	0.000	0.000	60.000	111.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1640	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.109	66.664	0.000	0.000	0.000	0.000	0.000	60.000	112.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1641	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.908	66.785	0.000	0.000	0.000	0.000	0.000	60.000	112.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1642	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.908	66.785	0.000	0.000	0.000	0.000	0.000	60.000	112.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1643	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.036	66.849	0.000	0.000	0.000	0.000	0.000	60.000	112.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1644	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.738	67.172	0.000	0.000	0.000	0.000	0.000	60.000	112.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1645	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.738	67.172	0.000	0.000	0.000	0.000	0.000	60.000	112.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1646	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.867	66.809	0.000	0.000	0.000	0.000	0.000	60.000	112.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1647	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.198	66.978	0.000	0.000	0.000	0.000	0.000	60.000	112.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1648	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.811	66.841	0.000	0.000	0.000	0.000	0.000	60.000	112.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1649	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.811	66.841	0.000	0.000	0.000	0.000	0.000	60.000	112.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1650	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.738	66.704	0.000	0.000	0.000	0.000	0.000	60.000	112.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1651	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.738	66.704	0.000	0.000	0.000	0.000	0.000	60.000	112.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1652	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.851	66.930	0.000	0.000	0.000	0.000	0.000	60.000	112.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1653	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.157	66.874	0.000	0.000	0.000	0.000	0.000	60.000	112.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1654	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.157	66.874	0.000	0.000	0.000	0.000	0.000	60.000	112.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1655	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.649	66.849	0.000	0.000	0.000	0.000	0.000	60.000	113.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1656	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.956	66.994	0.000	0.000	0.000	0.000	0.000	60.000	113.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1657	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.956	66.994	0.000	0.000	0.000	0.000	0.000	60.000	113.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1658	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.157	66.986	0.000	0.000	0.000	0.000	0.000	60.000	113.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1659	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.157	66.986	0.000	0.000	0.000	0.000	0.000	60.000	113.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1660	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.061	66.962	0.000	0.000	0.000	0.000	0.000	60.000	113.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1661	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.811	66.882	0.000	0.000	0.000	0.000	0.000	60.000	113.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1662	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.811	66.882	0.000	0.000	0.000	0.000	0.000	60.000	113.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1663	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.916	67.188	0.000	0.000	0.000	0.000	0.000	60.000	113.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1664	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.916	67.188	0.000	0.000	0.000	0.000	0.000	60.000	113.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1665	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.053	66.882	0.000	0.000	0.000	0.000	0.000	60.000	113.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1666	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.053	66.882	0.000	0.000	0.000	0.000	0.000	60.000	113.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1667	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.165	66.656	0.000	0.000	0.000	0.000	0.000	60.000	113.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1668	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.924	66.882	0.000	0.000	0.000	0.000	0.000	60.000	113.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1669	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.924	66.882	0.000	0.000	0.000	0.000	0.000	60.000	113.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1670	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.053	66.865	0.000	0.000	0.000	0.000	0.000	60.000	114.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1671	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.053	66.865	0.000	0.000	0.000	0.000	0.000	60.000	114.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1672	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.028	66.986	0.000	0.000	0.000	0.000	0.000	60.000	114.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1673	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.045	66.777	0.000	0.000	0.000	0.000	0.000	60.000	114.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1674	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.045	66.777	0.000	0.000	0.000	0.000	0.000	60.000	114.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1675	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.811	66.712	0.000	0.000	0.000	0.000	0.000	60.000	114.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1676	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.811	66.712	0.000	0.000	0.000	0.000	0.000	60.000	114.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1677	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.182	66.841	0.000	0.000	0.000	0.000	0.000	60.000	114.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1678	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.182	66.841	0.000	0.000	0.000	0.000	0.000	60.000	114.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1679	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.964	66.922	0.000	0.000	0.000	0.000	0.000	60.000	114.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1680	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.964	66.922	0.000	0.000	0.000	0.000	0.000	60.000	114.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1681	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.803	66.914	0.000	0.000	0.000	0.000	0.000	60.000	114.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1682	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.028	67.011	0.000	0.000	0.000	0.000	0.000	60.000	114.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1683	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.028	67.011	0.000	0.000	0.000	0.000	0.000	60.000	114.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1684	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.932	66.753	0.000	0.000	0.000	0.000	0.000	60.000	114.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1685	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.932	66.753	0.000	0.000	0.000	0.000	0.000	60.000	115.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1686	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.101	66.833	0.000	0.000	0.000	0.000	0.000	60.000	115.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1687	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.101	66.833	0.000	0.000	0.000	0.000	0.000	60.000	115.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1688	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.972	66.962	0.000	0.000	0.000	0.000	0.000	60.000	115.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1689	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.972	66.962	0.000	0.000	0.000	0.000	0.000	60.000	115.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1690	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.464	66.874	0.000	0.000	0.000	0.000	0.000	60.000	115.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1691	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.730	66.849	0.000	0.000	0.000	0.000	0.000	60.000	115.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1692	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.730	66.849	0.000	0.000	0.000	0.000	0.000	60.000	115.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1693	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.972	66.970	0.000	0.000	0.000	0.000	0.000	60.000	115.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1694	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.335	67.115	0.000	0.000	0.000	0.000	0.000	60.000	115.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1695	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.335	67.115	0.000	0.000	0.000	0.000	0.000	60.000	115.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1696	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.335	67.115	0.000	0.000	0.000	0.000	0.000	60.000	115.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1697	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.996	67.083	0.000	0.000	0.000	0.000	0.000	60.000	115.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1698	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.173	67.139	0.000	0.000	0.000	0.000	0.000	60.000	115.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1699	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.173	67.139	0.000	0.000	0.000	0.000	0.000	60.000	115.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1700	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.101	66.737	0.000	0.000	0.000	0.000	0.000	60.000	116.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1701	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.932	66.745	0.000	0.000	0.000	0.000	0.000	60.000	116.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1702	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.932	66.745	0.000	0.000	0.000	0.000	0.000	60.000	116.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1703	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.835	67.293	0.000	0.000	0.000	0.000	0.000	60.000	116.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1704	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.835	67.293	0.000	0.000	0.000	0.000	0.000	60.000	116.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1705	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.036	67.035	0.000	0.000	0.000	0.000	0.000	60.000	116.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1706	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.359	67.083	0.000	0.000	0.000	0.000	0.000	60.000	116.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1707	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.359	67.083	0.000	0.000	0.000	0.000	0.000	60.000	116.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1708	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.827	67.131	0.000	0.000	0.000	0.000	0.000	60.000	116.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1709	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.956	67.156	0.000	0.000	0.000	0.000	0.000	60.000	116.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1710	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.956	67.156	0.000	0.000	0.000	0.000	0.000	60.000	116.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1711	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.900	66.906	0.000	0.000	0.000	0.000	0.000	60.000	116.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1712	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.900	66.906	0.000	0.000	0.000	0.000	0.000	60.000	116.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1713	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.851	67.107	0.000	0.000	0.000	0.000	0.000	60.000	116.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1714	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.771	66.817	0.000	0.000	0.000	0.000	0.000	60.000	116.80	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1715	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.771	66.817	0.000	0.000	0.000	0.000	0.000	60.000	117.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1716	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.932	66.712	0.000	0.000	0.000	0.000	0.000	60.000	117.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1717	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.932	66.712	0.000	0.000	0.000	0.000	0.000	60.000	117.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1718	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.117	66.962	0.000	0.000	0.000	0.000	0.000	60.000	117.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1719	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.956	66.777	0.000	0.000	0.000	0.000	0.000	60.000	117.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1720	SPC	ROI	ACQ	1	1	80	1	1340	138	260	103.956	66.777	0.000	0.000	0.000	0.000	0.000	60.000	117.20	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1721	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.061	67.035	0.000	0.000	0.000	0.000	0.000	60.000	117.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1722	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.061	67.035	0.000	0.000	0.000	0.000	0.000	60.000	117.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1723	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.109	67.002	0.000	0.000	0.000	0.000	0.000	60.000	117.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1724	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.109	67.002	0.000	0.000	0.000	0.000	0.000	60.000	117.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1725	SPC	ROI	ACQ	1	1	80	1	1340	138	260	104.053	66.954	0.000	0.000	0.000	0.000	0.000	60.000	117.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
